id_viaje,id_terminal_salida,id_terminal_llegada,tiempo_inicio,tiempo_fin,nom_circuito
51,1,1,13:45:00,14:45:00,Manuelita Saenz
52,1,1,13:55:00,14:55:00,Manuelita Saenz
53,1,1,14:05:00,15:05:00,Manuelita Saenz
54,1,1,14:15:00,15:13:00,Manuelita Saenz
55,1,1,14:26:00,15:24:00,Manuelita Saenz
56,1,1,14:38:00,15:36:00,Manuelita Saenz
57,1,1,14:50:00,15:48:00,Manuelita Saenz
58,1,1,15:02:00,16:00:00,Manuelita Saenz
59,1,1,15:14:00,16:12:00,Manuelita Saenz
60,1,1,15:26:00,16:24:00,Manuelita Saenz
61,1,1,15:38:00,16:36:00,Manuelita Saenz
62,1,1,15:50:00,16:48:00,Manuelita Saenz
63,1,1,16:02:00,17:00:00,Manuelita Saenz
64,1,1,16:14:00,17:12:00,Manuelita Saenz
65,1,1,16:26:00,17:24:00,Manuelita Saenz
66,1,1,16:38:00,17:36:00,Manuelita Saenz
67,1,1,16:49:00,17:49:00,Manuelita Saenz
68,1,1,16:59:00,17:59:00,Manuelita Saenz
69,1,1,17:09:00,18:09:00,Manuelita Saenz
70,1,1,17:19:00,18:19:00,Manuelita Saenz
71,1,1,17:29:00,18:29:00,Manuelita Saenz
72,1,1,17:39:00,18:39:00,Manuelita Saenz
73,1,1,17:49:00,18:51:00,Manuelita Saenz
74,1,1,17:59:00,19:01:00,Manuelita Saenz
75,1,1,18:09:00,19:11:00,Manuelita Saenz
76,1,1,18:19:00,19:21:00,Manuelita Saenz
77,1,1,18:29:00,19:31:00,Manuelita Saenz
78,1,1,18:39:00,19:41:00,Manuelita Saenz
79,1,1,18:49:00,19:51:00,Manuelita Saenz
80,1,1,18:59:00,20:01:00,Manuelita Saenz
81,1,1,19:09:00,20:11:00,Manuelita Saenz
82,1,1,19:19:00,20:21:00,Manuelita Saenz
83,1,1,19:29:00,20:31:00,Manuelita Saenz
84,1,1,19:39:00,20:41:00,Manuelita Saenz
85,1,1,19:49:00,20:51:00,Manuelita Saenz
86,1,1,19:59:00,21:01:00,Manuelita Saenz
87,1,1,20:09:00,21:11:00,Manuelita Saenz
88,1,1,20:19:00,21:21:00,Manuelita Saenz
89,1,1,20:29:00,21:31:00,Manuelita Saenz
90,1,1,20:39:00,21:39:00,Manuelita Saenz
91,1,1,20:49:00,21:49:00,Manuelita Saenz
92,1,1,20:59:00,21:59:00,Manuelita Saenz
93,1,1,21:09:00,22:09:00,Manuelita Saenz
94,1,1,21:19:00,22:19:00,Manuelita Saenz
95,1,1,21:30:00,22:30:00,Manuelita Saenz
96,1,1,21:42:00,22:12:00,Manuelita Saenz
97,1,1,21:55:00,22:25:00,Manuelita Saenz
98,1,1,22:08:00,22:38:00,Manuelita Saenz
99,1,1,22:21:00,22:51:00,Manuelita Saenz
100,1,1,22:34:00,23:04:00,Manuelita Saenz
101,1,1,22:47:00,23:17:00,Manuelita Saenz
102,1,1,23:00:00,23:30:00,Manuelita Saenz
103,1,1,04:50:00,05:13:00,Santospamba
104,1,1,05:00:00,05:23:00,Santospamba
105,1,1,05:10:00,05:33:00,Santospamba
106,1,1,05:20:00,05:43:00,Santospamba
107,1,1,05:30:00,05:53:00,Santospamba
108,1,1,05:50:00,06:13:00,Santospamba
109,1,1,05:00:00,05:56:00,Santospamba
110,1,1,05:07:00,06:03:00,Santospamba
111,1,1,05:14:00,06:10:00,Santospamba
112,1,1,05:21:00,06:17:00,Santospamba
113,1,1,05:28:00,06:24:00,Santospamba
114,1,1,06:00:00,06:46:00,Santospamba
115,1,1,06:15:00,07:01:00,Santospamba
116,1,1,05:33:00,06:29:00,Santospamba
117,1,1,05:38:00,06:34:00,Santospamba
118,1,1,05:43:00,06:39:00,Santospamba
119,1,1,05:48:00,06:44:00,Santospamba
120,1,1,05:53:00,06:49:00,Santospamba
121,1,1,05:58:00,06:54:00,Santospamba
122,1,1,06:03:00,06:59:00,Santospamba
123,1,1,06:08:00,07:04:00,Santospamba
124,1,1,06:13:00,07:09:00,Santospamba
125,1,1,06:18:00,07:14:00,Santospamba
126,1,1,06:23:00,07:19:00,Santospamba
127,1,1,06:28:00,07:24:00,Santospamba
128,1,1,06:59:00,07:45:00,Santospamba
129,1,1,07:14:00,08:00:00,Santospamba
130,1,1,06:33:00,07:29:00,Santospamba
131,1,1,06:38:00,07:34:00,Santospamba
132,1,1,06:43:00,07:39:00,Santospamba
133,1,1,06:48:00,07:44:00,Santospamba
134,1,1,06:53:00,07:49:00,Santospamba
135,1,1,06:58:00,07:54:00,Santospamba
136,1,1,07:03:00,07:59:00,Santospamba
137,1,1,07:08:00,08:04:00,Santospamba
138,1,1,07:13:00,08:09:00,Santospamba
139,1,1,07:18:00,08:14:00,Santospamba
140,1,1,07:25:00,08:21:00,Santospamba
141,1,1,07:32:00,08:28:00,Santospamba
142,1,1,07:58:00,08:44:00,Santospamba
143,1,1,08:13:00,08:59:00,Santospamba
144,1,1,07:39:00,08:35:00,Santospamba
145,1,1,07:46:00,08:42:00,Santospamba
146,1,1,07:53:00,08:49:00,Santospamba
147,1,1,08:00:00,08:56:00,Santospamba
148,1,1,08:07:00,09:03:00,Santospamba
149,1,1,08:14:00,09:10:00,Santospamba
150,1,1,08:21:00,09:17:00,Santospamba
151,1,1,08:28:00,09:24:00,Santospamba
152,1,1,08:35:00,09:31:00,Santospamba
153,1,1,08:42:00,09:38:00,Santospamba
154,1,1,08:49:00,09:45:00,Santospamba
155,1,1,08:56:00,09:52:00,Santospamba
156,1,1,09:03:00,09:59:00,Santospamba
157,1,1,09:10:00,10:06:00,Santospamba
158,1,1,09:17:00,10:13:00,Santospamba
159,1,1,09:24:00,10:20:00,Santospamba
160,1,1,09:31:00,10:27:00,Santospamba
161,1,1,09:38:00,10:34:00,Santospamba
162,1,1,09:45:00,10:41:00,Santospamba
163,1,1,09:52:00,10:48:00,Santospamba
164,1,1,09:59:00,10:55:00,Santospamba
165,1,1,10:06:00,11:02:00,Santospamba
166,1,1,10:13:00,11:09:00,Santospamba
167,1,1,10:20:00,11:16:00,Santospamba
168,1,1,10:27:00,11:23:00,Santospamba
169,1,1,10:34:00,11:30:00,Santospamba
170,1,1,10:41:00,11:37:00,Santospamba
171,1,1,10:48:00,11:44:00,Santospamba
172,1,1,10:55:00,11:51:00,Santospamba
173,1,1,11:02:00,11:58:00,Santospamba
174,1,1,11:09:00,12:05:00,Santospamba
175,1,1,11:16:00,12:12:00,Santospamba
176,1,1,11:23:00,12:19:00,Santospamba
177,1,1,11:30:00,12:26:00,Santospamba
178,1,1,11:37:00,12:33:00,Santospamba
179,1,1,11:44:00,12:40:00,Santospamba
180,1,1,11:51:00,12:47:00,Santospamba
181,1,1,11:58:00,12:54:00,Santospamba
182,1,1,12:05:00,13:01:00,Santospamba
183,1,1,12:12:00,13:08:00,Santospamba
184,1,1,12:19:00,13:15:00,Santospamba
185,1,1,12:26:00,13:22:00,Santospamba
186,1,1,12:33:00,13:29:00,Santospamba
187,1,1,12:40:00,13:36:00,Santospamba
188,1,1,12:47:00,13:43:00,Santospamba
189,1,1,12:54:00,13:50:00,Santospamba
190,1,1,13:01:00,13:57:00,Santospamba
191,1,1,13:08:00,14:04:00,Santospamba
192,1,1,13:15:00,14:11:00,Santospamba
193,1,1,13:22:00,14:18:00,Santospamba
194,1,1,13:29:00,14:25:00,Santospamba
195,1,1,13:36:00,14:32:00,Santospamba
196,1,1,13:43:00,14:39:00,Santospamba
197,1,1,13:50:00,14:46:00,Santospamba
198,1,1,13:57:00,14:53:00,Santospamba
199,1,1,14:04:00,15:00:00,Santospamba
200,1,1,14:11:00,15:07:00,Santospamba
201,1,1,14:18:00,15:14:00,Santospamba
202,1,1,14:25:00,15:21:00,Santospamba
203,1,1,14:32:00,15:28:00,Santospamba
204,1,1,14:39:00,15:35:00,Santospamba
205,1,1,14:46:00,15:42:00,Santospamba
206,1,1,14:53:00,15:49:00,Santospamba
207,1,1,15:00:00,15:56:00,Santospamba
208,1,1,15:07:00,16:03:00,Santospamba
209,1,1,15:14:00,16:10:00,Santospamba
210,1,1,15:21:00,16:17:00,Santospamba
211,1,1,15:28:00,16:24:00,Santospamba
212,1,1,15:35:00,16:31:00,Santospamba
213,1,1,15:42:00,16:38:00,Santospamba
214,1,1,15:49:00,16:45:00,Santospamba
215,1,1,15:56:00,16:52:00,Santospamba
216,1,1,16:03:00,16:59:00,Santospamba
217,1,1,16:10:00,17:06:00,Santospamba
218,1,1,16:17:00,17:13:00,Santospamba
219,1,1,16:24:00,17:20:00,Santospamba
220,1,1,16:31:00,17:27:00,Santospamba
221,1,1,16:38:00,17:34:00,Santospamba
222,1,1,16:45:00,17:41:00,Santospamba
223,1,1,16:52:00,17:48:00,Santospamba
224,1,1,16:59:00,17:55:00,Santospamba
225,1,1,17:04:00,18:00:00,Santospamba
226,1,1,17:09:00,18:05:00,Santospamba
227,1,1,17:14:00,18:10:00,Santospamba
228,1,1,17:19:00,18:15:00,Santospamba
229,1,1,17:24:00,18:20:00,Santospamba
230,1,1,17:29:00,18:25:00,Santospamba
231,1,1,17:34:00,18:30:00,Santospamba
232,1,1,17:39:00,18:35:00,Santospamba
233,1,1,17:44:00,18:40:00,Santospamba
234,1,1,17:49:00,18:45:00,Santospamba
235,1,1,17:54:00,18:50:00,Santospamba
236,1,1,17:59:00,18:55:00,Santospamba
237,1,1,18:04:00,19:00:00,Santospamba
238,1,1,18:09:00,19:05:00,Santospamba
239,1,1,18:14:00,19:10:00,Santospamba
240,1,1,18:19:00,19:15:00,Santospamba
241,1,1,18:24:00,19:20:00,Santospamba
242,1,1,18:29:00,19:25:00,Santospamba
243,1,1,18:34:00,19:30:00,Santospamba
244,1,1,18:39:00,19:35:00,Santospamba
245,1,1,18:44:00,19:40:00,Santospamba
246,1,1,18:49:00,19:45:00,Santospamba
247,1,1,18:54:00,19:50:00,Santospamba
248,1,1,18:59:00,19:55:00,Santospamba
249,1,1,19:04:00,20:04:00,Santospamba
250,1,1,19:09:00,20:09:00,Santospamba
251,1,1,19:14:00,20:14:00,Santospamba
252,1,1,19:19:00,20:19:00,Santospamba
253,1,1,19:24:00,20:24:00,Santospamba
254,1,1,19:29:00,20:29:00,Santospamba
255,1,1,19:34:00,20:34:00,Santospamba
256,1,1,19:39:00,20:39:00,Santospamba
257,1,1,19:44:00,20:44:00,Santospamba
258,1,1,19:49:00,20:49:00,Santospamba
259,1,1,19:56:00,20:56:00,Santospamba
260,1,1,20:03:00,21:03:00,Santospamba
261,1,1,20:12:00,21:12:00,Santospamba
262,1,1,20:21:00,21:21:00,Santospamba
263,1,1,20:30:00,21:30:00,Santospamba
264,1,1,20:40:00,21:40:00,Santospamba
265,1,1,20:50:00,21:50:00,Santospamba
266,1,1,21:00:00,22:00:00,Santospamba
267,1,1,21:10:00,22:10:00,Santospamba
268,1,1,21:20:00,22:20:00,Santospamba
269,1,1,21:30:00,22:30:00,Santospamba
270,1,1,21:40:00,22:40:00,Santospamba
271,1,1,21:50:00,22:18:00,Santospamba
272,1,1,22:00:00,22:28:00,Santospamba
273,1,1,22:10:00,22:38:00,Santospamba
274,1,1,22:20:00,22:48:00,Santospamba
275,1,1,22:30:00,22:58:00,Santospamba
276,1,1,22:40:00,23:08:00,Santospamba
277,1,1,22:50:00,23:18:00,Santospamba
278,1,1,23:00:00,23:28:00,Santospamba
279,1,1,05:00:00,05:57:00,Paquisha
280,1,1,05:16:00,06:13:00,Paquisha
281,1,1,05:32:00,06:42:00,Paquisha
282,1,1,05:47:00,06:57:00,Paquisha
283,1,1,06:02:00,07:13:00,Paquisha
284,1,1,06:14:00,07:25:00,Paquisha
285,1,1,06:26:00,07:37:00,Paquisha
286,1,1,06:38:00,07:54:00,Paquisha
287,1,1,06:48:00,08:04:00,Paquisha
288,1,1,06:58:00,08:14:00,Paquisha
289,1,1,07:08:00,08:24:00,Paquisha
290,1,1,07:18:00,08:34:00,Paquisha
291,1,1,07:28:00,08:44:00,Paquisha
292,1,1,07:38:00,08:49:00,Paquisha
293,1,1,07:50:00,09:01:00,Paquisha
294,1,1,08:02:00,09:13:00,Paquisha
295,1,1,08:14:00,09:25:00,Paquisha
296,1,1,08:26:00,09:37:00,Paquisha
297,1,1,08:38:00,09:48:00,Paquisha
298,1,1,08:51:00,10:01:00,Paquisha
299,1,1,09:06:00,10:16:00,Paquisha
300,1,1,09:21:00,10:31:00,Paquisha
301,1,1,09:36:00,10:46:00,Paquisha
302,1,1,09:51:00,11:01:00,Paquisha
303,1,1,10:06:00,11:16:00,Paquisha
304,1,1,10:21:00,11:31:00,Paquisha
305,1,1,10:36:00,11:46:00,Paquisha
306,1,1,10:51:00,12:01:00,Paquisha
307,1,1,11:06:00,12:16:00,Paquisha
308,1,1,11:21:00,12:31:00,Paquisha
309,1,1,11:36:00,12:46:00,Paquisha
310,1,1,11:51:00,13:01:00,Paquisha
311,1,1,12:04:00,13:15:00,Paquisha
312,1,1,12:17:00,13:28:00,Paquisha
313,1,1,12:30:00,13:41:00,Paquisha
314,1,1,12:43:00,13:54:00,Paquisha
315,1,1,12:56:00,14:07:00,Paquisha
316,1,1,13:09:00,14:20:00,Paquisha
317,1,1,13:22:00,14:33:00,Paquisha
318,1,1,13:35:00,14:46:00,Paquisha
319,1,1,13:48:00,14:59:00,Paquisha
320,1,1,14:01:00,15:11:00,Paquisha
321,1,1,14:14:00,15:24:00,Paquisha
322,1,1,14:27:00,15:37:00,Paquisha
323,1,1,14:42:00,15:52:00,Paquisha
324,1,1,14:57:00,16:07:00,Paquisha
325,1,1,15:12:00,16:22:00,Paquisha
326,1,1,15:27:00,16:37:00,Paquisha
327,1,1,15:42:00,16:52:00,Paquisha
328,1,1,15:57:00,17:07:00,Paquisha
329,1,1,16:12:00,17:22:00,Paquisha
330,1,1,16:27:00,17:37:00,Paquisha
331,1,1,16:42:00,17:53:00,Paquisha
332,1,1,16:54:00,18:05:00,Paquisha
333,1,1,17:06:00,18:17:00,Paquisha
334,1,1,17:18:00,18:29:00,Paquisha
335,1,1,17:30:00,18:41:00,Paquisha
336,1,1,17:42:00,18:58:00,Paquisha
337,1,1,17:54:00,19:10:00,Paquisha
338,1,1,18:06:00,19:22:00,Paquisha
339,1,1,18:18:00,19:34:00,Paquisha
340,1,1,18:30:00,19:46:00,Paquisha
341,1,1,18:42:00,19:58:00,Paquisha
342,1,1,18:54:00,20:10:00,Paquisha
343,1,1,19:06:00,20:22:00,Paquisha
344,1,1,19:18:00,20:29:00,Paquisha
345,1,1,19:30:00,20:41:00,Paquisha
346,1,1,19:43:00,20:54:00,Paquisha
347,1,1,19:56:00,21:07:00,Paquisha
348,1,1,20:09:00,21:20:00,Paquisha
349,1,1,20:22:00,21:33:00,Paquisha
350,1,1,20:35:00,21:46:00,Paquisha
351,1,1,20:48:00,21:59:00,Paquisha
352,1,1,21:02:00,22:13:00,Paquisha
353,1,1,21:16:00,21:51:30,Paquisha
354,1,1,21:30:00,22:05:30,Paquisha
355,1,1,21:44:00,22:19:30,Paquisha
356,1,1,21:58:00,22:33:30,Paquisha
357,1,1,22:12:00,22:47:30,Paquisha
358,1,1,22:28:00,23:03:30,Paquisha
359,1,1,22:44:00,23:19:30,Paquisha
360,1,1,23:00:00,23:35:30,Paquisha
